title,author,rating,description,genre,genres,cover_id,first_publish_year,edition_count
Ficciones,Jorge Luis Borges,4.0,"A collection of his short stories in which Borges often uses the labyrinth as a literary device to expound his ideas on all aspects of human life and endeavor.


----------
Contains:
[Tlön, Uqbar, Orbis Tertius](https://openlibrary.org/works/OL444914W)",Anachronisms,"['Anachronisms', 'speculative fiction', 'subjective idealism', 'duodecimals', 'aneurysms', 'adjectives', 'hermeticism', 'philanthropy', 'cabala', 'persecution', 'Readers', 'Spanish language', 'Fiction', 'Spanish fiction', 'Modern fiction', 'Literary Criticism', 'General', 'Romance literature', 'CUENTOS ARGENTINOS', 'Nouvelles argentines', 'Novela', 'Short stories']",10832290.0,1945,78
Fahrenheit 451,Ray Bradbury,4.0,"Fahrenheit 451 is a 1953 dystopian novel by American writer Ray Bradbury. Often regarded as one of his best works, the novel presents a future American society where books are outlawed and ""firemen"" burn any that are found. The book's tagline explains the title as ""'the temperature at which book paper catches fire, and burns"": the autoignition temperature of paper. The lead character, Guy Montag, is a fireman who becomes disillusioned with his role of censoring literature and destroying knowledge, eventually quitting his job and committing himself to the preservation of literary and cultural writings.

The novel has been the subject of interpretations focusing on the historical role of book burning in suppressing dissenting ideas for change. In a 1956 radio interview, Bradbury said that he wrote Fahrenheit 451 because of his concerns at the time (during the McCarthy era) about the threat of book burning in the United States. In later years, he described the book as a commentary on how mass media reduces interest in reading literature.

In 1954, Fahrenheit 451 won the American Academy of Arts and Letters Award in Literature and the Commonwealth Club of California Gold Medal. It later won the Prometheus ""Hall of Fame"" Award in 1984 and a ""Retro"" Hugo Award, one of a limited number of Best Novel Retro Hugos ever given, in 2004. Bradbury was honored with a Spoken Word Grammy nomination for his 1976 audiobook version.


----------
Also contained in:

 - [451° по Фаренгейту: Рассказы](https://openlibrary.org/works/OL17811384W/Fahrenheit_451_stories)
 - [451° по Фаренгейту: повести и рассказы](https://openlibrary.org/works/OL27741633W)
 - [Works](https://openlibrary.org/works/OL28185143W)",Mechanical Hound,"['Mechanical Hound', 'Terrorismo estatal', 'Censura', 'Novela', 'Totalitarismo', 'science fiction', 'political fiction', 'satire', 'Zukunft', 'State-sponsored terrorism', 'Totalitarianism', 'Book burning', 'Censorship', 'Fiction', 'Fictional Works', 'Terrorism', 'Fiction, dystopian', 'Fiction, political', 'Drama', 'American literature', 'award:retro_hugo', 'Terrorismo', 'Totalitarianisms', 'Bücherverbrennung', ""Terrorisme d'État"", 'Romans, nouvelles', 'Totalitarisme', 'Education', 'Language arts', 'Fiction, horror', 'Book burning--fiction', 'Censorship--fiction', 'State-sponsored terrorism--fiction', 'Totalitarianism--fiction', '813/.54']",12993656.0,1953,255
The First Men in the Moon,H. G. Wells,4.0,"When penniless businessman Mr Bedford retreats to the Kent coast to write a play, he meets by chance the brilliant Dr Cavor, an absent-minded scientist on the brink of developing a material that blocks gravity. Cavor soon succeeds in his experiments, only to tell a stunned Bedford the invention makes possible one of the oldest dreams of humanity: a journey to the moon. With Bedford motivated by money, and Cavor by the desire for knowledge, the two embark on the expedition. But neither are prepared for what they find - a world of freezing nights, boiling days and sinister alien life, on which they may be trapped forever.",Classic Literature,"['Classic Literature', 'Fiction', 'Imperialism', 'Moon', 'Science fiction', 'Utopias', 'Satire', 'English literature', 'Fiction, general', 'General', 'Interplanetary voyages']",8081288.0,1900,114
The Lost World,Arthur Conan Doyle,4.0,"Journalist Ed Malone is looking for an adventure, and that's exactly what he finds when he meets the eccentric Professor Challenger - an adventure that leads Malone and his three companions deep into the Amazon jungle, to a lost world where dinosaurs roam free.",Adventure stories,"['Adventure stories', 'Atlantis', 'Dinosaurs', 'Fiction', 'Prehistoric peoples', 'Scientific expeditions', 'Science fiction', 'Fantasy', ""Children's fiction"", 'Dinosaurs, fiction', 'Public libraries', 'Activity programs', 'Reading promotion', 'Youth', 'Children', 'Scientists, fiction', 'English literature', 'Romans, nouvelles', 'Dinosaures', 'Novela', 'Pueblos prehistóricos', 'Dinosaurios', 'Fiction, general', 'Fantasy fiction', 'South America']",8231444.0,1900,747
"Mary Shelley's Frankenstein; or, the Modern Prometheus (1818 text)",Mary Shelley,4.0,"This is the original edition which was published in 3 volumes.  The cover photograph is of Volume 1.
Published anonymously. By Mary Wollstonecraft Shelley.
First edition.
With half-titles.
Title page with quote from Milton's Paradise Lost: ""Did I request thee, maker, from my clay / To mould me man? Did I solicit thee / From darkness to promote me?""
Printer statement from title page verso of volume 1; place of printing follows printer.
Pagination: volume 1: xii, 181, [3] pages; volume 2: [4], 156 pages; volume 3: [4], 192, [4] pages.
Publisher's advertisements on 2 unnumbered pages at end of volume 1 and 2 unnumbered pages at the end of volume 3.","Frankenstein, victor","['Frankenstein, victor', ""Frankenstein's monster"", 'Scientists', 'Scientists--fiction', 'Monsters', 'Monsters--fiction', '823/.7', 'Científicos', 'Científicos--novela', 'Monstruos', 'Monstruos--novela', 'Hl 4343', 'Fiction, horror', 'Fiction']",7267770.0,1818,90
Dracula,Bram Stoker,4.0,"Sink your teeth into the ageless tale of the famous vampire Count Dracula.

Dracula first horrified readers over 125 years ago. Today, this original gothic masterpiece includes a detailed exploration into the 1897 classic vampire novel and its author, Bram Stoker.

In this bonus introduction,

Learn about Stoker’s early life, his colorful career, and the famous friends he made leading up to the creation of his magnum opus, Dracula.
Tune into the speculative theories of Stoker’s personal life and his deeply repressed homosexual tendencies.
Delve deep into the folklore and mysticism that inspired Dracula, the masterful work itself, and the lasting impact it continues to have on pop culture.
This annotated introduction accompanying this classic novel is essential for all fans of Bram Stoker’s Dracula. I welcome you, the reader, as Count Dracula beckoned Jonathan Harker:

“Welcome to my house. Enter freely and at your own free will.”",English language,"['English language', 'English literature', 'Fiction', 'Horror', 'Horror stories', 'Horror tales', 'Monsters', 'Thriller', 'Vampires', 'Horror fiction', 'Irish authors', 'Epistolary novels', 'Romanians', 'British', 'Psychological fiction', 'Transylvania (Romania)', ""Children's fiction"", 'Romania, fiction', 'England, fiction', 'Vampires, fiction', 'Fiction, horror', 'Adaptations', 'Fiction, gothic', 'Dictionaries', 'French', 'German', 'Spanish', 'Juvenile fiction', ""Children's stories"", 'Literature', 'Fiction, psychological', 'Vampiros', 'Novela', 'Fiction, ghost', 'Irish fiction', 'Dracula (Stoker)', 'Literary criticism', 'Gothic literature', 'l', 'Report writing', 'Drama', 'Science fiction', 'Romans, nouvelles', 'Classics', 'Temples', 'Legends', 'Religion']",12216503.0,1897,730
The Foundation Trilogy,Isaac Asimov,4.0,"- Foundation
 - Foundation and Empire
 - Second Foundation

Isaac Asimov's Foundation novels are some of the great masterworks of science fiction. Unsurpassed for their unique blend of nonstop action, daring ideas, and extensive world-building, they chronicle the struggle of a courageous group of men and women working to preserve humanity’s light against an inexorable tide of darkness and violence.

Led by its founding father, the great psychohistorian Hari Seldon, and taking advantage of its superior science and technology, the Foundation has survived the greed and barbarism of its neighboring warrior-planets. Yet now it must face the Empire—still the mightiest force in the Galaxy even in its death throes. When an ambitious general determined to restore the Empire’s glory turns the vast imperial fleet toward the Foundation, the only hope for the small planet of scholars and scientists lies in the prophecies of Hari Seldon.

But not even Hari Seldon could have predicted the birth of the extraordinary creature called The Mule, a mutant intelligence with a power greater than a dozen battle fleets… a power that can turn the strongest-willed human into an obedient slave.",Fiction,"['Fiction', 'Psychohistory', 'Science fiction', 'Prophecies', 'Abenteuer', 'Science-Fiction-Literatur', 'Weltraum', 'Prophecy']",6502517.0,1950,54
The Awakening,Kate Chopin,4.0,"The Awakening is a novel by Kate Chopin, first published in 1899. Set in New Orleans and on the Louisiana Gulf coast at the end of the 19th century, the plot centers on Edna Pontellier and her struggle between her increasingly unorthodox views on femininity and motherhood with the prevailing social attitudes of the turn-of-the-century American South. It is one of the earliest American novels that focuses on women's issues without condescension. It is also widely seen as a landmark work of early feminism, generating a mixed reaction from contemporary readers and critics.",Adultery,"['Adultery', 'American literature', 'Classic Literature', 'feminist fiction', 'feminist literature', 'Fiction', 'History', 'Interpersonal attraction', 'Interpersonal relations', 'literary fiction', 'Louisiana Creoles', 'Man-woman relationships', 'Marriage', 'Married people', 'Married women', 'Modern Literature', 'Psychological fiction', 'Psychology', 'Romance fiction', 'Self-actualization (Psychology)', 'Short Stories', 'Social conditions', 'Women', 'Fiction, psychological', 'Louisiana, fiction', 'Femmes', 'Romans, nouvelles']",8750241.0,1899,346
When the Sleeper Awakes,H. G. Wells,4.0,"A troubled insomniac in 1890s England falls suddenly into a sleep-like trance, from which he does not awake for over two hundred years. During his centuries of slumber, however, investments are made that make him the richest and most powerful man on Earth. But when he comes out of his trance he is horrified to discover that the money accumulated in his name is being used to maintain a hierarchal society in which most are poor, and more than a third of all people are enslaved. Oppressed and uneducated, the masses cling desperately to one dream – that the sleeper will awake, and lead them all to freedom.",Fiction,"['Fiction', 'Twenty-first century', 'Technological innovations', 'Time travel', 'Science fiction', 'Literature', 'Classic Literature', 'Dystopias', 'English literature', 'Twenty-second century', 'Littérature', 'Littérature classique', 'Fiction, dystopian', 'Dystopian', 'Dystonia', 'Dystopia', 'Dystopian fiction', 'Dystopies', 'Dystopie', 'Sience-Fiction Dystopie', 'Littérature anglaise']",574886.0,1899,197
Pandora,William Kern,4.0,,Не указан,[],,2015,75
Foundation and Empire,Isaac Asimov,4.0,"Led by its founding father, the great psychohistorian Hari Seldon, and taking advantage of its superior science and technology, the Foundation has survived the greed and barbarism of its neighboring warrior-planets. Yet now it must face the Empire still the mightiest force in the Galaxy even in its death throes. When an ambitious general determined to restore the Empire's glory turns the vast Imperial fleet toward the Foundation, the only hope for the small planet of scholars and scientists lies in the prophecies of Hari Seldon.",Fiction,"['Fiction', 'Psychohistory', 'Science Fiction', 'American literature', 'Vie extraterrestre', 'Romans, nouvelles', 'Psychohistoire', 'award:retro_hugo']",9300695.0,1945,80
Neuromancer,William Gibson,4.0,"The first of William Gibson's Sprawl trilogy, *Neuromancer* is the classic cyberpunk novel. The winner of the Hugo, Nebula, and Philip K. Dick Awards, *Neuromancer* was the first fully-realized glimpse of humankind’s digital future — a shocking vision that has challenged our assumptions about our technology and ourselves, reinvented the way we speak and think, and forever altered the landscape of our imaginations.

Henry Dorsett Case was the sharpest data-thief in the business, until vengeful former employees crippled his nervous system. But now a new and very mysterious employer recruits him for a last-chance run. The target: an unthinkably powerful artificial intelligence orbiting Earth in service of the sinister Tessier-Ashpool business clan. With a dead man riding shotgun and Molly, mirror-eyed street-samurai, to watch his back, Case embarks on an adventure that ups the ante on an entire genre of fiction.

Hotwired to the leading edges of art and technology, *Neuromancer* is a cyberpunk, science fiction masterpiece — a classic that ranks with *1984* and *Brave New World* as one of the twentieth century’s most potent visions of the future.",Information superhighway,"['Information superhighway', 'Computer hackers', 'Conspiracies', 'Ciencia-ficción', 'Fiction', 'Science fiction', 'Business intelligence', 'Nervous system', 'Hackers', 'Cyberspace', 'Virtual reality', 'award:hugo_award=1985', 'award:hugo_award=novel', 'award:nebula_award=novel', 'Sprawl Trilogy', 'Japan, fiction', 'Hackers--fiction', 'Business intelligence--fiction', 'Information superhighway--fiction', 'Conspiracies--fiction', '813/.54', 'Specimens']",283860.0,1984,63
A Room of One's Own,Virginia Woolf,4.0,"A Room of One's Own is an extended essay by Virginia Woolf. First published on 24 October 1929, the essay was based on a series of lectures she delivered at Newnham College and Girton College, two women's colleges at Cambridge University in October 1928. While this extended essay in fact employs a fictional narrator and narrative to explore women both as writers of and characters in fiction, the manuscript for the delivery of the series of lectures, titled ""Women and Fiction"", and hence the essay, are considered non-fiction. The essay is generally seen as a feminist text, and is noted in its argument for both a literal and figural space for women writers within a literary tradition dominated by patriarchy.",Authorship,"['Authorship', 'Economic conditions', 'Feminism', 'Feminist theory', 'Femmes', 'Femmes écrivains', 'Histoire', 'History', 'Literature', 'Peace', 'Roman anglais', 'Sex differences', 'Social conditions', 'Theory', 'War', 'Women', 'Women authors', 'Écrivaines', 'Mujeres', 'l', 'Conditions économiques', 'Conditions sociales', 'Théorie', ""Art d'écrire"", 'FICTION', 'General', 'English fiction', 'English literature', 'Philosophy']",6559057.0,1929,302
To your scattered bodies go,Philip José Farmer,4.0,"Imagine that every human who ever lived, from the earliest Neanderthals to the present, is resurrected after death on the banks of an astonishing and seemingly endless river on an unknown world. They are miraculously provided with food, but with not a clue to the possible meaning of this strange afterlife. And so billions of people from history, and before, must start living again.",award:hugo_award=novel,"['award:hugo_award=novel', 'award:hugo_award=1972', 'Science fiction']",382159.0,1971,25
The Scarlet Letter,Nathaniel Hawthorne,4.0,"A stark and allegorical tale of adultery, guilt, and social repression in Puritan New England, The Scarlet Letter is a foundational work of American literature. Nathaniel Hawthorne's exploration of the dichotomy between the public and private self, internal passion and external convention, gives us the unforgettable Hester Prynne, who discovers strength in the face of ostracism and emerges as a heroine ahead of her time.",Fiction,"['Fiction', 'Puritans', 'History', 'Adultery', 'Illegitimate children', 'Clergy', 'Married women', 'Revenge', 'Women immigrants', 'American fiction', 'Women', 'Study guides', 'Examinations', 'Juvenile fiction', 'Vocabulary', 'Historical fiction', 'English language', 'Nathaniel Hawthorne', 'Littérature', 'Adultère', 'Femmes', 'Puritains', 'Romans, nouvelles', 'Interpersonal relations', 'Human relations', 'Mortal Sin', 'Illegitimacy', 'Women tailors', 'French', 'Psychological fiction', 'German', 'Spanish', 'American literature', 'Non-Classifiable', ""Children's fiction"", 'Massachusetts, fiction', 'Fiction, historical', 'Clergy, fiction', 'Fiction, psychological', 'Fiction, general', 'Reading comprehension', 'Problems, exercises', 'Readers (Adult)', 'Foreign speakers', 'Readers', 'Puritanos', 'Novela', 'Mujeres', 'Adulterio', 'Frau', 'Ehebruch', 'Puritans, fiction', 'Adulteresses', 'Histoire', 'Enfants naturels', 'Immigrantes', 'Femmes mariées', 'Vengeance', 'Clergé', 'Classics', 'Literary', 'Economic policy', 'Economic aspects', 'General', 'Dictionaries']",5654516.0,1850,608
Frankenstein or The Modern Prometheus,Mary Shelley,4.0,"*Frankenstein; or, The Modern Prometheus* is an 1818 novel written by English author Mary Shelley. Frankenstein tells the story of Victor Frankenstein, a young scientist who creates a sapient creature in an unorthodox scientific experiment. Shelley started writing the story when she was 18, and the first edition was published anonymously in London on 1 January 1818, when she was 20. Her name first appeared in the second edition, which was published in Paris in 1821.",Fiction,"['Fiction', 'Scientists', 'Monsters', 'Fiction, horror', 'Physicians, fiction', 'Scientists, fiction', ""Children's fiction"", 'Horror stories', 'Fiction, general', 'Horror tales', 'English fiction', 'Study guides', 'Examinations', 'Fiction, gothic', 'Reading comprehension', 'Monsters, fiction', 'English literature', 'Readers', ""Children's stories"", 'Monstrous', 'Novela', 'Horror fiction', 'literary criticism', 'Authors', 'Travel', 'Reincarnation', 'Self-actualization (Psychology)', 'Vida espiritual', 'Conducta (Ética)', 'Self-realization', 'Reading materials', 'Switzerland, fiction', 'Science fiction', 'Monstres', 'Romans, nouvelles', 'Classic fiction', 'Illustration', 'Gothic fiction', 'Frankenstein’s monster', 'Monsters--fiction', '823.7 f', 'Frankenstein, victor', ""Frankenstein's monster"", 'Scientists--fiction', '823/.7', 'Fic004000', '823.7', 'English', 'Scot', 'Classics', 'Horror', 'Gothic', 'Mary shelley', 'Women authors', 'Rhetoric', 'Ya', 'Young adult', 'Juvenile', 'History', 'Historical', 'Classic', 'Literature', 'Books', 'Novels', 'Hardcovers', 'Paperback', 'Ebook', 'Audio-book', 'Stories', 'Tales', 'Madness', 'Mad', 'Science', 'Life conduct', 'Ethics', 'Ficción', 'Monstruos', 'Epistolary fiction', 'Conducta (etica)', 'ghost', 'Frankenstein films', 'Juvenile fiction', 'Man-woman relationships', '823']",12356249.0,1818,2184
Du contrat social,Jean-Jacques Rousseau,4.0,"*The Social Contract*, originally published as *On the Social Contract; or, Principles of Political Right* (French: *Du contrat social; ou, Principes du droit politique*), is a 1762 French-language book by the Genevan philosopher Jean-Jacques Rousseau. The book theorizes about the best way to establish a political community in the face of the problems of commercial society, which Rousseau had already identified in his *Discourse on Inequality* (1755).

*The Social Contract* helped inspire political reforms or revolutions in Europe, especially in France. *The Social Contract* argued against the idea that monarchs were divinely empowered to legislate. Rousseau asserts that only the people, who are sovereign, have that all-powerful right. (Source: [Wikipedia](https://en.wikipedia.org/wiki/The_Social_Contract))",Peace,"['Peace', 'The State', 'Science politique', 'Economics', 'Fiction', 'Social contract', 'Civilization', 'Ciencias políticas', 'Political science', 'Contrato social', 'Classic Literature', 'Contrat social', 'Political sciene', 'Philosophy, french', 'Political sociology', 'Liberty', 'Equality', 'Literary essays', 'Filosofia', 'Philosophie politique', 'CIENCIAS POLITICAS', 'Ciències polítiques', 'Contracte social', 'PHILOSOPHY', 'Political', 'Ciencia política', 'Política', 'Filosofía', 'Sozialvertrag', '320.11', 'Sociology']",6581958.0,1762,216
The Island of Dr. Moreau,H. G. Wells,4.0,"Ranked among the classic novels of the English language and the inspiration for several unforgettable movies, this early work of H. G. Wells was greeted in 1896 by howls of protest from reviewers, who found it horrifying and blasphemous. They wanted to know more about the wondrous possibilities of science shown in his first book, The Time Machine, not its potential for misuse and terror. In The Island of Dr. Moreau, a shipwrecked gentleman named Edward Prendick, stranded on a Pacific island lorded over by the notorious Dr. Moreau, confronts dark secrets, strange creatures, and a reason to run for his life.

While this riveting tale was intended to be a commentary on evolution, divine creation, and the tension between human nature and culture, modern readers familiar with genetic engineering will marvel at Wells’s prediction of the ethical issues raised by producing “smarter” human beings or bringing back extinct species. These levels of interpretation add a richness to Prendick’s adventures on Dr. Moreau’s island of lost souls without distracting from what is still a rip-roaring good read.",Islands,"['Islands', 'Fiction', 'Animal experimentation', 'Horror stories', 'English literature', 'Science fiction', 'Occultism', 'Shipwreck survival', 'Science', 'Ethics', ""Children's fiction"", 'Animals, fiction', 'Survival', 'Novela', 'Experimentacion animal', 'Islas', 'Romans, nouvelles', 'Expérimentation animale', 'Îles', 'Fiction, general', 'Shipwrecl survival', 'Animal experimentation--fiction', '823.912', '823/.912', 'Shipwrecks, fiction', 'Readers', 'Shipwrecks']",968312.0,1896,295
Of Human Bondage,William Somerset Maugham,4.0,"Of Human Bondage is a moving exploration of loneliness, obsessive love, and a young man's search for meaning and direction in life. Written in the third person, it tells the story of Philip Carey, a self-conscious orphan with a club-foot who learns medicine. Not only is this a significant work in the Bildungsroman tradition, but its largely autobiographical basis gives it a special interest in view of the exceptional public success that Somerset Maugham was to enjoy over several decades.","Orphans, fiction","['Orphans, fiction', 'Bildungsromans', 'Physicians, fiction', 'Artists, fiction', 'England, fiction', 'Literature', 'Medical fiction', 'Artists,  fiction', 'English literature', 'English fiction', 'Classic Literature', 'Fiction', 'Physicians', 'Orphans', 'Artists', 'Personnes handicapées', 'Romans, nouvelles', 'Médecins', 'Artistes']",5277723.0,1915,407
Le Tour du Monde en Quatre-Vingts Jours,Jules Verne,4.0,"Phileas Fogg, a very punctual man had broken into an argument while conversing about the recent bank robbery. To keep his word of proving that he would travel around the world in 80 days and win the bet, he sets on a long trip, where he is joined by a few other people on the way. A wonderful adventure is about to begin!",Fiction,"['Fiction', 'Historical fiction', 'Adventure stories', 'Wagers', 'French fiction', 'Juvenile fiction', 'Ficción', 'Adventure fiction', 'Submarines (Ships)', 'Sea stories', 'Science', ""Children's fiction"", 'Balloons, fiction', 'Travel', 'English fiction', 'Readers', 'French language', 'Classic Literature', ""Roman d'aventures"", 'Spanish language', 'English language', 'Travelers', 'Aventures', 'Romans', 'Paris', 'Policiers', 'Voyages', 'Thriller', 'Literatura', 'Weltreise', 'Fantasy', 'Romance literature', 'Detectives, fiction', 'Sisters, fiction', 'Illustraties', 'Frans', 'Aeronautics', 'Romans, nouvelles', 'General', 'Littérature française', 'Fiction, general', 'Adventure', 'Science fiction']",6976035.0,1872,425
Vingt mille lieues sous les mers,Jules Verne,4.0,"A nineteenth-century science fiction tale of an electric submarine, its eccentric captain, and undersea world, which anticipated many of the scientific achievements of the twentieth century.",Fiction,"['Fiction', 'Specimens', 'Underwater exploration', 'French language', 'Submarine boats', 'Submarines', 'Sea stories', 'Adaptations', 'Submarinos', 'Science fiction', 'Submarines (Ships)', 'Adventure stories', 'French fiction', 'Juvenile fiction', 'Verne, Jules,', 'Ficción juvenil', 'Exploraciones submarinas', ""Children's fiction"", 'Juvenile literature', 'Ship captains', 'Motion Pictures', 'Walt Disney', 'Movies', 'Adventure', 'Films', 'Disney', 'Classic Literature', 'Thriller', 'Maritime fiction', 'Readers', 'Sea', 'Romance literature', 'Sous-marins', 'Romans, nouvelles', 'Anglais (Langue)', 'Illustraties', 'Frans']",6573517.0,1870,382
La Poetica,Aristotle,4.0,Conflated. Needs cleanup.,Metaphysics,"['Metaphysics', 'Metaphysica (Aristoteles)', 'Rhetoric, ancient', 'Ethics, greece', 'Aristotle', 'Philosophers, greece', 'Animal locomotion', 'Philosophy, ancient', 'Rhetoric', 'Ancient Rhetoric', 'Poetry', 'Aesthetics', 'Esztétika', 'Irodalomelmélet', 'Költészet', 'Retorika', 'Rhétorique ancienne', 'Filosofia', 'Poétique', 'Rhétorique', 'Zoology', 'Pre-Linnean works', 'Philosophy', 'Collected Works', 'Classical philology', 'Philosophie', 'Filosofie', 'Poésie', 'Esthétique', 'Ancient Philosophy', 'Ancient Science', 'Science, ancient', 'Ethics', 'Economics', 'Poetics', 'Métaphysique', '808.0092', '110', '185', 'Psychology', 'Greek literature', 'Theory', 'Literary form', 'Ancient Aesthetics', 'Horses', 'Folklore', 'Literary Style', 'The Sublime', 'Music', 'Sarcoptidae']",129771.0,1479,498
Anthem,Ayn Rand,4.0,"Anthem is a tale of a future dark age of the great “we” – a world that deprives individuals of name, independence, and values.

He lived in the dark ages of the future. In a loveless world he dared to love the woman of his choice. In an age that had lost all traces of science and civilization he had the courage to seek and find knowledge. But these were not the crimes for which he would be hunted He was marked for death because he had committed the unpardonable sin: He had stood forth from the mindless human herd. He was alone.",Fiction,"['Fiction', 'Individuality', 'collectivism', 'Time travel', 'Psychology', 'Men', 'Man-woman relationships', 'Fiction, psychological', 'Fiction, dystopian', 'Individualism', 'Psychological fiction']",802982.0,1936,103
Ender's Game,Orson Scott Card,4.0,"Ender's Game is a 1985 military science fiction novel by American author Orson Scott Card. Set at an unspecified date in Earth's future, the novel presents an imperiled humankind after two conflicts with the Formics, an insectoid alien species they dub the ""buggers"". In preparation for an anticipated third invasion, children, including the novel's protagonist, Andrew ""Ender"" Wiggin, are trained from a very young age by putting them through increasingly difficult games, including some in zero gravity, where Ender's tactical genius is revealed.

The book originated as a short story of the same name, published in the August 1977 issue of Analog Science Fiction and Fact. The novel was published on January 15, 1985. Later, by elaborating on characters and plotlines depicted in the novel, Card was able to write additional books in the Ender's Game series. Card also released an updated version of Ender's Game in 1991, changing some political facts to reflect the times more accurately (e.g., to include the recent collapse of the Soviet Union and the end of the Cold War). The novel has been translated into 34 languages.

Reception of the book has been mostly positive. It has become suggested reading for many military organizations, including the United States Marine Corps. Ender's Game was recognized as ""best novel"" by the 1985 Nebula Award[3] and the 1986 Hugo Award[4] in the genres of science fiction and fantasy. Its four sequels—Speaker for the Dead (1986), Xenocide (1991), Children of the Mind (1996), and Ender in Exile (2008)—follow Ender's subsequent travels to many different worlds in the galaxy. In addition, the later novella A War of Gifts (2007) and novel Ender's Shadow (1999), plus other novels in the Shadow saga, take place during the same time period as the original.


----------

Contained in:
[Ender's War](https://openlibrary.org/works/OL49619W)
See also:

 - [Ender's Game: 1/2](https://openlibrary.org/works/OL19647657W/Ender's_Game._1_2)

  [1]: http://www.hatrack.com/osc/books/endersgame/",nyt:mass_market_paperback=2011-07-30,"['nyt:mass_market_paperback=2011-07-30', 'military education', 'prize:nebula', 'hegemony', 'space warfare', 'child soldiers', 'science fiction', 'automation', 'data processing', 'aliens', 'Hermanos', 'Genetic engineering', 'Fiction', 'award:hugo_award=novel', 'Ficción', 'Ciencia-ficción', 'award:hugo_award=1986', 'War games', 'Artificial intelligence', 'Science-Fiction-Literatur', 'Krieg', 'Amerikanisches Englisch', 'Außerirdische Intelligenz', 'award:nebula_award=novel', 'Siblings, fiction']",12996033.0,1985,104
A Princess of Mars,Edgar Rice Burroughs,4.0,"I am a very old man; how old I do not know. Possibly I am a hundred, possibly more; but I cannot tell because I have never aged as other men, nor do I remember any childhood. So far as I can recollect I have always been a man, a man of about thirty. I appear today as I did forty years and more ago, and yet I feel that I cannot go on living forever; that some day I shall die the real death from which there is no resurrection.
[Adventures of John Carter in Mars -- from the author of the Tarzan series.]",Fiction,"['Fiction', 'Classic Literature', 'Princesses', 'Science fiction', 'Fantasy', 'Barsoom', 'Folklore', 'American literature', 'Romans, nouvelles', 'Princesses--Fiction', 'Mars (Planet)--Fiction', 'Juvenile fiction']",207226.0,1917,207
Northern Lights,Philip Pullman,4.0,"In a landmark epic of fantasy and storytelling, Philip Pullman invites readers into a world as convincing and thoroughly realized as Narnia, Earthsea, or Redwall. Here lives an orphaned ward named Lyra Belacqua, whose carefree life among the scholars at Oxford's Jordan College is shattered by the arrival of two powerful visitors. First, her fearsome uncle, Lord Asriel, appears with evidence of mystery and danger in the far North, including photographs of a mysterious celestial phenomenon called Dust and the dim outline of a city suspended in the Aurora Borealis that he suspects is part of an alternate universe. He leaves Lyra in the care of Mrs. Coulter, an enigmatic scholar and explorer who offers to give Lyra the attention her uncle has long refused her. In this multilayered narrative, however, nothing is as it seems. Lyra sets out for the top of the world in search of her kidnapped playmate, Roger, bearing a rare truth-telling instrument, the compass of the title. All around her children are disappearing—victims of so-called ""Gobblers""—and being used as subjects in terrible experiments that separate humans from their daemons, creatures that reflect each person's inner being. And somehow, both Lord Asriel and Mrs. Coulter are involved.",Political theology,"['Political theology', 'Polar bears', 'Kidnapping', 'Adventure stories', 'Juvenile fiction', 'Fantasy', 'Experiments', 'Witches', 'Missing persons', 'Fiction', 'Children', 'Experimentos', 'Ficción juvenil', 'Imaginary places', 'Lugares imaginarios', 'Magia', 'Magic', 'Niños', 'Novela fantástica', 'Novela juvenil', 'Personas desaparecidas', 'Quests (Expeditions)', 'Secuestro', 'Artic regions', 'Fantasy fiction', 'Arctic Regions', 'skjønnlitteratur', 'adventure', 'Amitie', 'Magie', 'Personnes disparues', 'Merveilleux', 'Romans', 'Enlevement', ""Children's fiction"", 'Orphans', 'Uncles', 'Science', 'Demonology', 'Geographical myths', 'Mythical Animals', 'Carnegie Medal', 'General', 'Teens', 'Teenage fiction', 'Survival, fiction', 'The Marvelous', 'Amitié', 'Dämon', 'Entführung', 'Imaginärer Schauplatz', 'Kind', 'Menschenversuch', 'Mädchen', 'Zigeuner', 'Teachers, fiction', 'Familiars (Spirits)']",8747028.0,1995,142
